,n steps,ACC,ROC AUC,PR AUC,eps
46,46,0.5441666666666667,0.5297556755117095,0.5088444418981086,0.1778279410038923
47,47,0.5441666666666667,0.5297460238671382,0.5088985566290304,0.1778279410038923
48,48,0.5441666666666667,0.5297556755117095,0.5088444418981086,0.1778279410038923
49,49,0.5442424242424242,0.5298242711284841,0.5089735499371534,0.1778279410038923
0,0,0.5159090909090909,0.5,0.48409090909090907,1.0
1,1,0.5159090909090909,0.5,0.48409090909090907,1.0
2,2,0.5159090909090909,0.5,0.48409090909090907,1.0
3,3,0.5159090909090909,0.5,0.48409090909090907,1.0
4,4,0.5159090909090909,0.5,0.48409090909090907,1.0
5,5,0.5159090909090909,0.5,0.48409090909090907,1.0
6,6,0.5159090909090909,0.5,0.48409090909090907,1.0
7,7,0.5159090909090909,0.5,0.48409090909090907,1.0
8,8,0.5159090909090909,0.5,0.48409090909090907,1.0
9,9,0.5159090909090909,0.5,0.48409090909090907,1.0
10,10,0.5159090909090909,0.5,0.48409090909090907,1.0
11,11,0.5159090909090909,0.5,0.48409090909090907,1.0
12,12,0.5159090909090909,0.5,0.48409090909090907,1.0
13,13,0.5159090909090909,0.5,0.48409090909090907,1.0
14,14,0.5159090909090909,0.5,0.48409090909090907,1.0
15,15,0.5159090909090909,0.5,0.48409090909090907,1.0
16,16,0.5159090909090909,0.5,0.48409090909090907,1.0
17,17,0.5159090909090909,0.5,0.48409090909090907,1.0
18,18,0.5159090909090909,0.5,0.48409090909090907,1.0
19,19,0.5159090909090909,0.5,0.48409090909090907,1.0
20,20,0.5159090909090909,0.5,0.48409090909090907,1.0
21,21,0.5159090909090909,0.5,0.48409090909090907,1.0
22,22,0.5159090909090909,0.5,0.48409090909090907,1.0
23,23,0.5159090909090909,0.5,0.48409090909090907,1.0
24,24,0.5159090909090909,0.5,0.48409090909090907,1.0
25,25,0.5159090909090909,0.5,0.48409090909090907,1.0
26,26,0.5159090909090909,0.5,0.48409090909090907,1.0
27,27,0.5159090909090909,0.5,0.48409090909090907,1.0
28,28,0.5159090909090909,0.5,0.48409090909090907,1.0
29,29,0.5159090909090909,0.5,0.48409090909090907,1.0
30,30,0.5159090909090909,0.5,0.48409090909090907,1.0
31,31,0.5159090909090909,0.5,0.48409090909090907,1.0
32,32,0.5159090909090909,0.5,0.48409090909090907,1.0
33,33,0.5159090909090909,0.5,0.48409090909090907,1.0
34,34,0.5159090909090909,0.5,0.48409090909090907,1.0
35,35,0.5159090909090909,0.5,0.48409090909090907,1.0
36,36,0.5159090909090909,0.5,0.48409090909090907,1.0
37,37,0.5159090909090909,0.5,0.48409090909090907,1.0
38,38,0.5159090909090909,0.5,0.48409090909090907,1.0
39,39,0.5159090909090909,0.5,0.48409090909090907,1.0
40,40,0.5159090909090909,0.5,0.48409090909090907,1.0
41,41,0.5159090909090909,0.5,0.48409090909090907,1.0
42,42,0.5159090909090909,0.5,0.48409090909090907,1.0
43,43,0.5159090909090909,0.5,0.48409090909090907,1.0
44,44,0.5159090909090909,0.5,0.48409090909090907,1.0
45,45,0.5159090909090909,0.5,0.48409090909090907,1.0
46,46,0.5159090909090909,0.5,0.48409090909090907,1.0
47,47,0.5159090909090909,0.5,0.48409090909090907,1.0
48,48,0.5159090909090909,0.5,0.48409090909090907,1.0
49,49,0.5159090909090909,0.5,0.48409090909090907,1.0
